Game,Similar1,Score1,Similar2,Score2,Similar3,Score3
Wii Sports,Grand Theft Auto: Vice City,0.9933123703313979,Grand Theft Auto III,0.9892783024863108,Wii Sports Resort,0.9880486198580842
Super Mario Bros.,Tetris,0.994432291672082,Super Mario World,0.9812882394985598,Super Mario Land,0.9719476543391952
Mario Kart Wii,Wii Sports Resort,0.99786321470024,Wii Play,0.9957810500696818,Wii Fit Plus,0.9956966455619025
Wii Sports Resort,Wii Play,0.998125489945373,Mario Kart Wii,0.99786321470024,Wii Fit Plus,0.9921756752936436
Pokemon Red/Pokemon Blue,Pokemon Gold/Pokemon Silver,0.9990872432850156,Pokemon Ruby/Pokemon Sapphire,0.9960846763114176,Pokemon FireRed/Pokemon LeafGreen,0.992235731532493
Tetris,Super Mario Bros.,0.994432291672082,Super Mario World,0.9669812569818674,Super Smash Bros. Melee,0.9524310954412812
New Super Mario Bros.,Mario Kart DS,0.9919917572688548,Mario Kart 7,0.9878103651201239,Wii Fit,0.9851823942113865
Wii Play,Wii Sports Resort,0.998125489945373,Mario Kart Wii,0.9957810500696818,Super Mario 64,0.9889376463588313
New Super Mario Bros. Wii,Super Smash Bros. Brawl,0.9877764148116834,Super Mario 3D Land,0.9859113155983408,Mario Kart DS,0.9858006445493771
Duck Hunt,Halo 2,0.9500923157610065,Madden NFL 2005,0.9498058937101308,Pac-Man,0.9388391464903457
Nintendogs,Call of Duty: Modern Warfare 3,0.9851215547368644,Mario Kart Wii,0.9837719734783558,Wii Fit Plus,0.9829491945642437
Mario Kart DS,Wii Fit,0.9936618143120861,New Super Mario Bros.,0.9919917572688548,Mario Kart 7,0.9873272769402943
Pokemon Gold/Pokemon Silver,Pokemon Red/Pokemon Blue,0.9990872432850156,Pokemon Ruby/Pokemon Sapphire,0.996193397698771,Pokemon FireRed/Pokemon LeafGreen,0.9947552365977036
Wii Fit,Mario Kart DS,0.9936618143120861,Wii Fit Plus,0.9902028239271748,Mario Kart Wii,0.9887405400003753
Wii Fit Plus,Mario Kart Wii,0.9956966455619025,Wii Sports Resort,0.9921756752936436,Wii Fit,0.9902028239271748
Kinect Adventures!,Call of Duty: Black Ops,0.9934820029680974,Halo: Reach,0.9910926843684384,Halo 3,0.9905196210557992
Grand Theft Auto V,Call of Duty: Black Ops II,0.995583369883084,Gran Turismo 5,0.9917942597480025,Grand Theft Auto V,0.9898010724736835
Grand Theft Auto: San Andreas,Gran Turismo 4,0.9896506939457533,God of War II,0.9812777706707158,FIFA Soccer 08,0.9741929004423266
Super Mario World,Super Mario All-Stars,0.9903996266341221,Super Mario 64,0.9889536279820504,Super Mario Bros. 3,0.9862732910618338
Brain Age: Train Your Brain in Minutes a Day,Big Brain Academy,0.9856614327084996,Professor Layton and the Curious Village,0.9766916439982747,Wii Fit,0.9738167742067461
Pokemon Diamond/Pokemon Pearl,Pokemon HeartGold/Pokemon SoulSilver,0.9954328778903452,Pokémon Platinum Version,0.9940112362731391,Pokemon Black/Pokemon White,0.9922124348250697
Super Mario Land,Super Mario Bros. 3,0.9934517348310592,Super Mario Land 2: 6 Golden Coins,0.9919766254096672,Super Mario All-Stars,0.9870973594549346
Super Mario Bros. 3,Super Mario Land,0.9934517348310592,Super Mario All-Stars,0.9927032142002661,Super Mario Land 2: 6 Golden Coins,0.9903575217315007
Grand Theft Auto V,Grand Theft Auto IV,0.9945354806659469,Call of Duty: Black Ops II,0.99341117430541,Call of Duty: Modern Warfare 3,0.9919975798615509
Grand Theft Auto: Vice City,Grand Theft Auto III,0.9982200856902348,Wii Sports,0.9933123703313979,Grand Theft Auto V,0.9821253040962368
Pokemon Ruby/Pokemon Sapphire,Pokemon Gold/Pokemon Silver,0.996193397698771,Pokemon FireRed/Pokemon LeafGreen,0.9961700188290431,Pokemon Red/Pokemon Blue,0.9960846763114176
Pokemon Black/Pokemon White,Pokemon Black 2/Pokemon White 2,0.9961348312473903,Pokémon Platinum Version,0.9943489024940452,Pokemon HeartGold/Pokemon SoulSilver,0.9939125195992393
Brain Age 2: More Training in Minutes a Day,Pokemon Diamond/Pokemon Pearl,0.9840886915179478,Animal Crossing: Wild World,0.9836988003880334,Pokemon X/Pokemon Y,0.9792044505148686
Gran Turismo 3: A-Spec,Mario Kart Wii,0.9903583591355064,Wii Sports Resort,0.9883412198689838,Wii Fit Plus,0.9865350013681391
Call of Duty: Modern Warfare 3,Call of Duty: Modern Warfare 2,0.998638877345078,Call of Duty: Black Ops II,0.9984144130899454,Call of Duty: Black Ops,0.9956062546905415
Pokémon Yellow: Special Pikachu Edition,Gran Turismo,0.9851228080989533,Gran Turismo 2,0.9781311160559351,Mario Kart 7,0.9738949066563687
Call of Duty: Black Ops,Call of Duty: Ghosts,0.9971051571547535,Call of Duty: Modern Warfare 2,0.9961313888313689,Call of Duty: Modern Warfare 3,0.9956062546905415
Pokemon X/Pokemon Y,Pokemon Omega Ruby/Pokemon Alpha Sapphire,0.9968917764072582,Pokemon Diamond/Pokemon Pearl,0.9908581123874446,Pokemon Red/Pokemon Blue,0.988345784995533
Call of Duty: Black Ops 3,Call of Duty: Advanced Warfare,0.9936284343625844,Call of Duty: Black Ops II,0.9936218050975911,Call of Duty: Ghosts,0.992534735691746
Call of Duty: Black Ops II,Grand Theft Auto V,0.995583369883084,Call of Duty: Black Ops 3,0.9936218050975911,Call of Duty: Ghosts,0.9897786667073385
Call of Duty: Black Ops II,Call of Duty: Modern Warfare 3,0.9984144130899454,Call of Duty: Modern Warfare 2,0.9945240447558731,Grand Theft Auto V,0.99341117430541
Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 3,0.998638877345078,Call of Duty 4: Modern Warfare,0.9981657393158776,Call of Duty: Black Ops,0.9961313888313689
Call of Duty: Modern Warfare 3,Call of Duty: Ghosts,0.9916485194734378,Call of Duty: Black Ops,0.9860221733207494,Nintendogs,0.9851215547368644
Grand Theft Auto III,Grand Theft Auto: Vice City,0.9982200856902348,Wii Sports,0.9892783024863108,Grand Theft Auto V,0.9846926832341703
Super Smash Bros. Brawl,New Super Mario Bros. Wii,0.9877764148116834,Mario Party DS,0.9860716814012276,Mario Party 8,0.9811352848147421
Call of Duty: Black Ops,Call of Duty: Modern Warfare 2,0.9992339647239548,Call of Duty: Ghosts,0.9954738130886177,Call of Duty 4: Modern Warfare,0.9940315279965565
Animal Crossing: Wild World,Animal Crossing: New Leaf,0.9868556832538321,Brain Age 2: More Training in Minutes a Day,0.9836988003880334,Pokemon Black/Pokemon White,0.9819789105376683
Mario Kart 7,New Super Mario Bros. 2,0.9900688491135676,Super Mario 3D Land,0.9894781126746361,New Super Mario Bros.,0.9878103651201239
Halo 3,Call of Duty: Modern Warfare 2,0.9932103583531897,Call of Duty 4: Modern Warfare,0.9921400611287137,Halo: Reach,0.9910253009789861
Grand Theft Auto V,Grand Theft Auto V,0.9898010724736835,Call of Duty: Black Ops 3,0.9869616207074275,Call of Duty: Black Ops II,0.9853799678344975
Pokemon HeartGold/Pokemon SoulSilver,Pokemon Diamond/Pokemon Pearl,0.9954328778903452,Pokemon Black/Pokemon White,0.9939125195992393,Pokémon Platinum Version,0.9926627450807376
Super Mario 64,Super Mario World,0.9889536279820504,The Legend of Zelda: Ocarina of Time,0.9844852080312626,Super Mario All-Stars,0.9844240660085887
Gran Turismo 4,Grand Theft Auto: San Andreas,0.9896506939457533,Pro Evolution Soccer 2008,0.9875477450728494,FIFA Soccer 08,0.9846950648407865
Super Mario Galaxy,Super Mario Galaxy 2,0.9890543133267847,Wii Sports Resort,0.9851476535393109,Super Mario 64,0.9831626403715032
Pokemon Omega Ruby/Pokemon Alpha Sapphire,Pokemon X/Pokemon Y,0.9968917764072582,New Super Mario Bros. 2,0.992704986328949,Mario Kart 7,0.9840666013887589
Super Mario Land 2: 6 Golden Coins,Super Mario Land,0.9919766254096672,Super Mario Bros. 3,0.9903575217315007,Mario Kart 64,0.9854619352277159
Grand Theft Auto IV,Grand Theft Auto V,0.9945354806659469,Red Dead Redemption,0.9909753637018578,Call of Duty: Modern Warfare 3,0.990285353183657
Gran Turismo,Gran Turismo 2,0.9899945219697204,Pokémon Yellow: Special Pikachu Edition,0.9851228080989533,Tekken 3,0.977896891538855
Super Mario 3D Land,Mario Kart 7,0.9894781126746361,New Super Mario Bros. 2,0.9866624221256961,New Super Mario Bros. Wii,0.9859113155983408
Gran Turismo 5,Grand Theft Auto V,0.9917942597480025,Call of Duty: Black Ops II,0.988225576328399,Grand Theft Auto V,0.978688882735459
Call of Duty: Modern Warfare 2,Call of Duty: Black Ops,0.9992339647239548,Call of Duty 4: Modern Warfare,0.996780111443467,Call of Duty: Ghosts,0.994724594406323
Grand Theft Auto IV,Red Dead Redemption,0.9929509609967653,Call of Duty: Black Ops,0.9902714332314302,Call of Duty: Modern Warfare 2,0.9895031240396985
Super Mario All-Stars,Super Mario Bros. 3,0.9927032142002661,Super Mario World,0.9903996266341221,Super Mario Land,0.9870973594549346
Pokemon FireRed/Pokemon LeafGreen,Pokemon Ruby/Pokemon Sapphire,0.9961700188290431,Pokémon Emerald Version,0.9953114284599526,Pokemon Gold/Pokemon Silver,0.9947552365977036
Super Mario 64,Wii Play,0.9889376463588313,Wii Sports Resort,0.9869894216807091,Mario Kart Wii,0.9841709523951093
Just Dance 3,Just Dance 2,0.9950603426643407,Just Dance 4,0.9903114554869539,Call of Duty: Modern Warfare 3,0.9827341756283797
Call of Duty: Ghosts,Call of Duty: Black Ops,0.9971051571547535,Call of Duty: World at War,0.9947565865744225,Call of Duty: Modern Warfare 2,0.9941905034337835
Halo: Reach,Halo 4,0.9963299954214986,Halo 3: ODST,0.9933460669885926,Kinect Adventures!,0.9910926843684384
Mario Kart 64,Super Mario Bros. 3,0.9884801172907293,Super Mario Land,0.9862917945476313,Super Mario Land 2: 6 Golden Coins,0.9854619352277159
New Super Mario Bros. 2,Pokemon Omega Ruby/Pokemon Alpha Sapphire,0.992704986328949,Mario Kart 7,0.9900688491135676,Pokemon X/Pokemon Y,0.9870565589104384
Halo 4,Halo: Reach,0.9963299954214986,Gears of War 3,0.9946993010736856,Call of Duty: Ghosts,0.9918250260570397
Final Fantasy VII,Pokemon Diamond/Pokemon Pearl,0.9826559227327167,Resident Evil 2,0.974170342641692,Brain Age 2: More Training in Minutes a Day,0.9714239843628582
Call of Duty: Ghosts,Call of Duty: Black Ops,0.9954738130886177,Call of Duty: Modern Warfare 2,0.994724594406323,Call of Duty: Black Ops 3,0.992534735691746
Just Dance 2,Just Dance 4,0.9956656515083295,Just Dance 3,0.9950603426643407,Grand Theft Auto V,0.9833047673943522
Gran Turismo 2,Gran Turismo,0.9899945219697204,Tekken 3,0.9795177016953935,Pokémon Yellow: Special Pikachu Edition,0.9781311160559351
Call of Duty 4: Modern Warfare,Call of Duty: Modern Warfare 2,0.9981657393158776,Call of Duty: World at War,0.9976737905823979,Call of Duty: Modern Warfare 3,0.9951204623915768
Donkey Kong Country,Super Mario Kart,0.9757238439808458,Pokemon Ruby/Pokemon Sapphire,0.9748254781606241,Donkey Kong Country 2: Diddy's Kong Quest,0.9746255190405362
Minecraft,Grand Theft Auto V,0.9865238904989403,Call of Duty: Black Ops II,0.9862710188109729,Call of Duty: Modern Warfare 3,0.9849776118291327
Animal Crossing: New Leaf,Animal Crossing: Wild World,0.9868556832538321,Pokemon Black 2/Pokemon White 2,0.9759187636098547,Pokemon Black/Pokemon White,0.9744441376543422
Mario Party DS,Super Smash Bros. Brawl,0.9860716814012276,Mario Party 8,0.9801315855811715,New Super Mario Bros. Wii,0.9758026982463635
The Elder Scrolls V: Skyrim,Grand Theft Auto V,0.9859683258778185,Call of Duty: Black Ops II,0.984146692107434,Call of Duty: Modern Warfare 3,0.9839955686834009
Super Mario Kart,Donkey Kong Country 2: Diddy's Kong Quest,0.9853987352726794,Street Fighter II: The World Warrior,0.9832386854293709,Donkey Kong Country,0.9757238439808458
FIFA 16,FIFA 17,0.9883281386235778,FIFA 12,0.9765990409167263,FIFA 15,0.9743643942286928
Wii Party,Big Brain Academy,0.9792269352377294,Brain Age 2: More Training in Minutes a Day,0.9789958726038607,Brain Age: Train Your Brain in Minutes a Day,0.9671510777319008
Halo 2,Halo: Combat Evolved,0.9938741027690535,GoldenEye 007,0.9589049458181518,Duck Hunt,0.9500923157610065
Mario Party 8,New Super Mario Bros. Wii,0.984827525553866,Mario Kart DS,0.982297387399183,Super Smash Bros. Brawl,0.9811352848147421
Pokemon Black 2/Pokemon White 2,Pokemon Black/Pokemon White,0.9961348312473903,Pokémon Platinum Version,0.9942831757187012,Pokemon HeartGold/Pokemon SoulSilver,0.98786022736849
FIFA Soccer 13,FIFA 14,0.9942039763280933,FIFA 12,0.9897126100120017,FIFA Soccer 11,0.9871189932792758
The Sims 3,FIFA 16,0.9656938120751002,FIFA Soccer 13,0.964826054313229,FIFA 14,0.953774889516988
GoldenEye 007,Halo: Combat Evolved,0.9635531465918696,Halo 2,0.9589049458181518,Super Mario Bros.,0.949031281377623
Mario & Sonic at the Olympic Games,Nintendogs,0.9821021829245712,Mario & Sonic at the Olympic Games,0.98078603544506,Mario & Sonic at the Olympic Winter Games,0.9776968337840378
Final Fantasy X,Pokemon Ruby/Pokemon Sapphire,0.9872094983881607,Pokemon Red/Pokemon Blue,0.9865386843949391,Pokemon Gold/Pokemon Silver,0.9854501625260511
Final Fantasy VIII,Final Fantasy IX,0.9911762131215175,Final Fantasy X-2,0.9734585005465987,Super Mario Kart,0.9724837889545381
Pokémon Platinum Version,Pokemon Black/Pokemon White,0.9943489024940452,Pokemon Black 2/Pokemon White 2,0.9942831757187012,Pokemon Diamond/Pokemon Pearl,0.9940112362731391
Pac-Man,Duck Hunt,0.9388391464903457,Asteroids,0.9358609658383918,Pitfall!,0.93582683122341
Grand Theft Auto: Liberty City Stories,Grand Theft Auto: Vice City Stories,0.9957076060280654,Grand Theft Auto V,0.9803554532090184,Call of Duty: Black Ops II,0.9692959498271014
Super Mario Galaxy 2,Donkey Kong Country Returns,0.9925823334555356,Super Mario Galaxy,0.9890543133267847,Super Mario 64,0.9823365128170449
Star Wars Battlefront (2015),Call of Duty: Black Ops 3,0.989527342922349,Call of Duty: Advanced Warfare,0.9893278386077833,Battlefield 3,0.9870259493841838
Call of Duty: Advanced Warfare,Call of Duty: Black Ops 3,0.9936284343625844,Destiny,0.9907099037595081,Star Wars Battlefront (2015),0.9893278386077833
The Legend of Zelda: Ocarina of Time,Super Mario 64,0.9844852080312626,Mario Kart 64,0.9815525699061702,Super Mario All-Stars,0.9764682271801097
Crash Bandicoot 2: Cortex Strikes Back,Crash Bandicoot 3: Warped,0.9947671055006876,Crash Bandicoot,0.9889187254699444,Tekken 3,0.9834391114239343
Super Mario Bros. 2,Sonic the Hedgehog 2,0.9489914381679246,Super Mario Sunshine,0.9380158959203754,Super Mario Bros.,0.9328111367324955
Super Smash Bros. for Wii U and 3DS,Pokemon Black/Pokemon White,0.9770379488135811,Pokemon HeartGold/Pokemon SoulSilver,0.9761273177772911,Pokemon Black 2/Pokemon White 2,0.9744246639556167
Call of Duty: World at War,Call of Duty 4: Modern Warfare,0.9976737905823979,Call of Duty: Modern Warfare 2,0.9947804560363727,Call of Duty: Ghosts,0.9947565865744225
Battlefield 3,Call of Duty: Modern Warfare 3,0.9869163589328152,Call of Duty: Black Ops II,0.9858276984873899,Call of Duty: Modern Warfare 2,0.9856767656990452
The Legend of Zelda: Twilight Princess,Wii Play,0.9814582487291437,Wii Sports Resort,0.9792668864813476,Super Mario Galaxy,0.9772176149113914
Call of Duty: Black Ops 3,Call of Duty: Advanced Warfare,0.9911959058029911,Call of Duty: Ghosts,0.9830194974298846,Call of Duty: Black Ops II,0.97993548742704
Just Dance,Just Dance 3,0.9778229766223059,Just Dance 4,0.9766313685705916,Just Dance 2,0.9725507824537122
Battlefield 3,Call of Duty: Ghosts,0.9896501045832222,Star Wars Battlefront (2015),0.9870259493841838,Call of Duty: Black Ops II,0.9865734925959818
Need for Speed Underground,Need for Speed Underground 2,0.9955527063690268,Medal of Honor: Frontline,0.98711067193919,Need for Speed: Most Wanted,0.9810897651591763
Tekken 3,Tekken 2,0.9886559619050367,Crash Bandicoot 2: Cortex Strikes Back,0.9834391114239343,Gran Turismo 2,0.9795177016953935
Crash Bandicoot 3: Warped,Crash Bandicoot 2: Cortex Strikes Back,0.9947671055006876,Tekken 3,0.9785389439800767,Super Mario Bros. 3,0.9751702859828414
Super Smash Bros. Melee,Super Mario Land,0.9765622816007313,Super Mario World,0.9758016958901112,Super Mario Bros. 3,0.9707588492642057
Mario Kart 8,Mario Kart 7,0.9759921675713281,Super Mario 3D Land,0.9723458455452983,Mario Kart DS,0.9676555086285659
Fallout 4,The Elder Scrolls V: Skyrim,0.9846842123403734,Grand Theft Auto V,0.9813019943331306,Star Wars Battlefront (2015),0.9798440799995826
Mario Kart: Double Dash!!,Super Mario Sunshine,0.9744638987729057,Super Mario 64,0.9692259686637428,Super Mario World,0.9610553525638745
Just Dance 4,Just Dance 2,0.9956656515083295,Michael Jackson: The Experience,0.9913411503110292,Just Dance 3,0.9903114554869539
FIFA 14,FIFA Soccer 11,0.9954720082284557,FIFA 12,0.9949119670001582,FIFA Soccer 13,0.9942039763280933
Need for Speed Underground 2,Need for Speed Underground,0.9955527063690268,Medal of Honor: Frontline,0.9851259271309967,Medal of Honor: Rising Sun,0.9817171774551694
Medal of Honor: Frontline,Medal of Honor: Rising Sun,0.9959138990520254,Need for Speed Underground,0.98711067193919,Need for Speed Underground 2,0.9851259271309967
Uncharted 3: Drake's Deception,Uncharted 2: Among Thieves,0.9909504690695871,Uncharted: Drake's Fortune,0.9890031715336273,Red Dead Redemption,0.9873662468814614
Crash Bandicoot,Crash Bandicoot 2: Cortex Strikes Back,0.9889187254699444,Gran Turismo 2,0.9716749130207006,Tekken 3,0.9698960167225619
Zumba Fitness,Just Dance,0.9721111492720665,Just Dance 3,0.9669155000940542,Wii Sports,0.9656850265991056
Gears of War 2,Gears of War,0.9970238841714083,Gears of War 3,0.992847990368749,Halo 3,0.9900371539110046
Uncharted 2: Among Thieves,Uncharted: Drake's Fortune,0.9955811835647841,Uncharted 3: Drake's Deception,0.9909504690695871,Grand Theft Auto IV,0.9867909011491341
Call of Duty 4: Modern Warfare,Call of Duty: Modern Warfare 2,0.996780111443467,Call of Duty: Black Ops,0.9940315279965565,Call of Duty: World at War,0.9921390826066905
FIFA 12,FIFA Soccer 11,0.9985148451110216,FIFA 14,0.9949119670001582,FIFA 15,0.9944413627151412
Big Brain Academy,Brain Age: Train Your Brain in Minutes a Day,0.9856614327084996,Flash Focus: Vision Training in Minutes a Day,0.9852737031969696,Wii Party,0.9792269352377294
Red Dead Redemption,Grand Theft Auto IV,0.9929509609967653,Uncharted 3: Drake's Deception,0.9873662468814614,Assassin's Creed III,0.9849320564485146
FIFA 15,FIFA 12,0.9917002365950426,FIFA 14,0.9904184656864017,FIFA Soccer 11,0.9889731589051092
Donkey Kong Country Returns,Super Mario Galaxy 2,0.9925823334555356,Super Mario Galaxy,0.9805056723286218,New Super Mario Bros. Wii,0.978927902335005
The Elder Scrolls V: Skyrim,Fallout 4,0.9846842123403734,Call of Duty: Black Ops II,0.980283507969387,Call of Duty: Ghosts,0.9781092513580572
The Legend of Zelda,Tetris,0.976826082950909,Dr. Mario,0.9753908167631391,The Legend of Zelda: A Link to the Past,0.9732667858556592
Assassin's Creed III,Assassin's Creed II,0.9939130032413328,Assassin's Creed: Revelations,0.9860327133866937,Uncharted 3: Drake's Deception,0.9852529043628832
Halo: Combat Evolved,Halo 2,0.9938741027690535,GoldenEye 007,0.9635531465918696,Duck Hunt,0.9305336835370351
Pokémon Emerald Version,Pokemon FireRed/Pokemon LeafGreen,0.9953114284599526,Pokemon Ruby/Pokemon Sapphire,0.9920164882343568,Pokemon Gold/Pokemon Silver,0.9842070012846751
Kingdom Hearts,Super Mario Land,0.9670980038626673,Super Mario Bros. 3,0.9655512705838613,Mario Kart 64,0.9625249248068446
Pokémon Crystal Version,New Super Mario Bros.,0.9417434674423926,Resident Evil,0.9369342530794418,Mario Party 8,0.9298587967488141
Halo 3: ODST,Halo: Reach,0.9933460669885926,Gears of War 3,0.992071850478139,Halo 4,0.9908584631573446
Red Dead Redemption,Grand Theft Auto IV,0.9909753637018578,Grand Theft Auto V,0.9883571438799746,Assassin's Creed II,0.9763027820826727
Super Mario Sunshine,Super Mario 64,0.9753062685298997,Mario Kart: Double Dash!!,0.9744638987729057,Super Mario World,0.9738883688268523
Street Fighter II: The World Warrior,Street Fighter II Turbo,0.9896035250297295,Super Mario Kart,0.9832386854293709,Donkey Kong Country 2: Diddy's Kong Quest,0.975891010728693
World of Warcraft,The Sims 3,0.9429690798678273,Myst,0.9063811421553003,Colin McRae Rally,0.8852248101863466
Driver,Driver 2,0.9746546464925782,Tomb Raider II,0.9700357911338751,Tomb Raider,0.9607418288290841
Kinect Sports,Minecraft,0.9830462018113739,Halo 4,0.9799624008453718,Gears of War 2,0.9794784085353565
Gears of War 3,Halo 4,0.9946993010736856,Gears of War 2,0.992847990368749,Halo 3: ODST,0.992071850478139
Gears of War,Gears of War 2,0.9970238841714083,Gears of War 3,0.9829470683888681,Halo 3,0.9813066652350083
Metal Gear Solid 2: Sons of Liberty,Metal Gear Solid 4: Guns of the Patriots,0.9633676803908288,Wii Fit,0.9561565765331522,Gran Turismo 3: A-Spec,0.9557428145284752
Sonic the Hedgehog 2,Sonic the Hedgehog,0.9791087457169846,Super Mario Bros. 2,0.9489914381679246,Spyro the Dragon,0.9358229053493646
Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 2: Sons of Liberty,0.9633676803908288,Resident Evil 5,0.9591903806924289,Wii Play,0.9519739564428973
Metal Gear Solid,Crash Bandicoot,0.9588300785170514,Crash Bandicoot 2: Cortex Strikes Back,0.9570989617661523,Tekken 3,0.9457821380685236
The Last of Us,Assassin's Creed III,0.9845221937849067,Uncharted 3: Drake's Deception,0.9820167399491403,Red Dead Redemption,0.9811193391588362
Final Fantasy XII,Dragon Ball Z: Budokai Tenkaichi 3,0.9269219872987955,Metal Gear Solid 3: Snake Eater,0.896108013930644,Crisis Core: Final Fantasy VII,0.8702783582880245
LittleBigPlanet,Uncharted 2: Among Thieves,0.9842531619704263,Uncharted: Drake's Fortune,0.978467000112542,Uncharted 3: Drake's Deception,0.9783212588501614
Dragon Quest IX: Sentinels of the Starry Skies,Monster Hunter Freedom Unite,0.9867290486798908,Dragon Quest VIII: Journey of the Cursed King,0.9851364931399955,Friend Collection,0.9829594893417439
LEGO Star Wars: The Complete Saga,LEGO Star Wars: The Complete Saga,0.9712360314457824,Grand Theft Auto IV,0.9686453633654138,Just Dance 2,0.9664522660621243
Resident Evil 2,Final Fantasy VII,0.974170342641692,Pokemon Diamond/Pokemon Pearl,0.9600343776806562,Pokemon HeartGold/Pokemon SoulSilver,0.9577730265220532
Tekken 2,Tekken 3,0.9886559619050367,Gran Turismo,0.9725194692690112,Crash Bandicoot 2: Cortex Strikes Back,0.9614154439296138
Cooking Mama,Cooking Mama 2: Dinner With Friends,0.9756649836447862,Grand Theft Auto: Vice City,0.9603619320354116,Wii Sports,0.9594885510075863
Destiny,Call of Duty: Advanced Warfare,0.9907099037595081,Call of Duty: Black Ops 3,0.9828358149708908,Star Wars Battlefront (2015),0.9793170986609636
Tetris,Dr. Mario,0.9990482295527753,The Legend of Zelda,0.976826082950909,Zelda II: The Adventure of Link,0.9744020716081668
Assassin's Creed II,Assassin's Creed III,0.9939130032413328,Uncharted 2: Among Thieves,0.9822778596831963,Grand Theft Auto IV,0.9821823777440374
Super Smash Bros.,Donkey Kong Country,0.9643339243664304,Super Mario Kart,0.9634163961661628,Street Fighter II: The World Warrior,0.9541392327322696
Assassin's Creed,Assassin's Creed II,0.9735581656479345,Call of Duty: Modern Warfare 3,0.9669015306548328,Grand Theft Auto IV,0.9666594901640462
Batman: Arkham City,Uncharted 2: Among Thieves,0.9802161469799829,Red Dead Redemption,0.9774225774885521,Assassin's Creed II,0.9771786080994389
Forza Motorsport 3,Forza Motorsport 2,0.9903454646416952,Forza Motorsport 4,0.9825230160436291,Minecraft,0.9740478219728501
Monster Hunter Freedom Unite,Dragon Quest IX: Sentinels of the Starry Skies,0.9867290486798908,Monster Hunter Freedom 3,0.9855941857859483,Monster Hunter Freedom 2,0.9849279962545014
Super Mario Advance,Super Mario World,0.998842029920023,Super Mario Bros. 3,0.9980963914542512,Super Mario 64,0.9735613003366934
Mario Kart: Super Circuit,Super Mario Advance,0.9609559311537759,Super Mario Bros. 3,0.9609343952583851,Pokémon Yellow: Special Pikachu Edition,0.9569617569966966
Super Mario World,Super Mario Advance,0.998842029920023,Super Mario Bros. 3,0.9954409141384865,Super Mario All-Stars,0.9738016850496332
Pokemon Stadium,The Legend of Zelda: Ocarina of Time,0.9744472005426795,Super Mario 64,0.9724207965541292,Diddy Kong Racing,0.967567120475708
Call of Duty: World at War,Call of Duty 4: Modern Warfare,0.9921390826066905,Call of Duty: Modern Warfare 2,0.9869011632695326,Call of Duty: Black Ops,0.9828366193634994
Crash Bandicoot: The Wrath of Cortex,Medal of Honor: Frontline,0.9652067042601757,Need for Speed Underground 2,0.9635537762789279,Need for Speed Underground,0.9608240922463275
Minecraft,Uncharted 3: Drake's Deception,0.9767294499841421,Assassin's Creed III,0.9637221805033663,Grand Theft Auto V,0.9625109152258912
Final Fantasy XIII,Pokemon Diamond/Pokemon Pearl,0.9709932999354476,Pokémon Platinum Version,0.9690801127974132,Pokemon Black/Pokemon White,0.9646998874965932
Dr. Mario,Tetris,0.9715985834371825,Super Mario Land 3: Wario Land,0.9708727464777158,Kirby's Dream Land,0.9707975507640778
Pokemon Pinball,Super Mario Land 2: 6 Golden Coins,0.9677371403151852,Super Mario All-Stars,0.9633394334946415,Super Mario Land,0.9605350380390247
Assassin's Creed III,Assassin's Creed II,0.9934019853215487,Assassin's Creed: Revelations,0.9918376958467982,Assassin's Creed IV: Black Flag,0.9775307764432744
Final Fantasy IX,Final Fantasy VIII,0.9911762131215175,Dragon Quest VIII: Journey of the Cursed King,0.966598109335138,Super Mario Kart,0.9656116953412085
Final Fantasy X-2,Final Fantasy X,0.9764139345435167,Final Fantasy VIII,0.9734585005465987,Pokemon Ruby/Pokemon Sapphire,0.9678045909744806
Donkey Kong 64,Mario Kart 64,0.9686709948192145,Super Mario All-Stars,0.9664508530087541,Super Mario Land,0.9652890805494865
Assassin's Creed II,Assassin's Creed III,0.9934019853215487,Assassin's Creed: Revelations,0.9885080303366139,Red Dead Redemption,0.9763027820826727
Professor Layton and the Curious Village,Professor Layton and the Diabolical Box,0.9923456194269259,Professor Layton and the Unwound Future,0.9807855031003205,Brain Age: Train Your Brain in Minutes a Day,0.9766916439982747
Tomb Raider II,Tomb Raider,0.9929492054695168,Tomb Raider III: Adventures of Lara Croft,0.9828931741448598,Driver,0.9700357911338751
Madden NFL 2004,Madden NFL 07,0.9986594254167523,Madden NFL 06,0.9984610322533815,Madden NFL 2003,0.9858972065184824
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest IX: Sentinels of the Starry Skies,0.9851364931399955,Monster Hunter Freedom Unite,0.9840726302745403,Dragon Quest VII: Warriors of Eden,0.9751857199810839
Diablo III,StarCraft II: Wings of Liberty,0.9672892126116212,Call of Duty: Modern Warfare 3,0.9570544404669443,Call of Duty: Ghosts,0.9546853918561354
Super Mario Bros. 3,Super Mario Advance,0.9980963914542512,Super Mario World,0.9954409141384865,Super Mario 64,0.9695385101692009
New Super Mario Bros. U,Super Mario 3D World,0.9733703368821633,New Super Mario Bros. 2,0.9684336588200237,Super Mario 3D Land,0.9625828281345955
