Game,Similar1,Score1,Similar2,Score2,Similar3,Score3
Need for Speed III: Hot Pursuit,Need For Speed: High Stakes,0.9865899005145059,NASCAR 2000,0.908763093357624,Sled Storm,0.9069104019504948
Star Wars Episode I Racer,Wave Race 64,0.9700923815085422,Star Wars: Shadows of the Empire,0.9086378845017261,GoldenEye 007,0.903870986272763
Personal Trainer: Cooking,Flash Focus: Vision Training in Minutes a Day,0.9675517454017338,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,0.9401907064904597,Pokémon Platinum Version,0.9335166486503493
The Elder Scrolls IV: Oblivion,Fallout 3,0.9388897135669888,Assassin's Creed II,0.9280736404492811,Fallout: New Vegas,0.9214415783547234
Dragon Warrior IV,Dragon Warrior III,0.9990322408586912,Dragon Warrior II,0.9913837267934491,Dragon Quest V: Tenkuu no Hanayome,0.9892983159232587
Heavy Rain,Minecraft,0.9494531976833872,L.A. Noire,0.9455734649069061,Uncharted 3: Drake's Deception,0.9448899383585337
Mass Effect 2,Mass Effect 3,0.9943675122527424,Dragon Age: Origins,0.9902863635725309,Fallout: New Vegas,0.9355004043488303
FIFA 15,FIFA 14,0.9869179059847687,FIFA Soccer 11,0.9830495059601811,FIFA Soccer 10,0.9828831268961804
Dragon Ball Z: Budokai,Dragon Ball Z: Budokai 2,0.9890684129219349,Dragon Ball Z: Budokai 3,0.9132332099993637,Dragon Ball Z: Budokai Tenkaichi,0.8956754966106871
Madden NFL 2002,NBA Street,0.9976770658970601,Madden NFL 2003,0.9901747306967907,NBA Live 2005,0.9900118268515061
World Class Track Meet,Ice Hockey,0.9363586707116855,Mike Tyson's Punch-Out!!,0.9114039129042529,Metroid,0.8859217128362007
Borderlands 2,BioShock 2,0.9781791507708539,Borderlands,0.9738979285238949,BioShock,0.9680689780979195
The Legend of Zelda: A Link Between Worlds,The Legend of Zelda: Ocarina of Time,0.9794196482668087,The Legend of Zelda: Majora's Mask 3D,0.9571145461786256,Luigi's Mansion: Dark Moon,0.9500189220598039
Donkey Kong,Wario Land 3,0.9717068757075128,F-1 Race,0.949046495214959,Donkey Kong Land II,0.9418804473944641
The Sims: Vacation,The Sims: Unleashed,0.9942972709547865,The Sims: House Party,0.9733266606816907,The Sims: Makin' Magic,0.9647439936066184
Mass Effect 3,Mass Effect 2,0.9943675122527424,Dragon Age: Origins,0.9813852980414054,Battlefield 4,0.9335401613666153
Kung Fu Panda,LEGO Indiana Jones: The Original Adventures,0.9949457314366349,Batman: Arkham City,0.9313890707893813,Batman: Arkham Asylum,0.9306645931516904
Far Cry 3,Assassin's Creed: Revelations,0.9236208897972815,Assassin's Creed IV: Black Flag,0.9200104521847349,Tom Clancy's Rainbow Six: Vegas 2,0.9169521239470628
Epic Mickey,Just Dance 4,0.8596699995415867,Just Dance 2,0.8588587432032578,Sonic Unleashed,0.8564035098295897
Saints Row 2,Saints Row,0.9639506031341794,Saints Row: The Third,0.9402685959797253,LEGO Indiana Jones: The Original Adventures,0.9317696651913036
Rayman,Croc: Legend of the Gobbos,0.9325699997138815,Spyro: Year of the Dragon,0.9154646916402756,Spyro 2: Ripto's Rage!,0.9126093037544274
Killzone 2,Resistance 2,0.9941781319714199,Killzone 3,0.9874919804606128,Resistance: Fall of Man,0.9762073633349564
Tom Clancy's Splinter Cell,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.9060657228282034,The Elder Scrolls III: Morrowind,0.8909854420387393,Spider-Man: The Movie,0.8770708068132066
Mike Tyson's Punch-Out!!,R.C. Pro-Am,0.9231972741050936,Rad Racer,0.9158615659045876,World Class Track Meet,0.9114039129042529
WWE SmackDown! Shut Your Mouth,WWE SmackDown! vs. Raw,0.930057230927789,WWE SmackDown! Here Comes the Pain,0.9280066788686984,WWF SmackDown! Just Bring It,0.9271054575610074
Gears of War: Ultimate Edition,Halo 5: Guardians,0.936371774987826,Halo: The Master Chief Collection,0.928361016348976,Call of Duty: Ghosts,0.8865650731229384
NBA 2K13,NBA 2K12,0.9971343172691781,NBA 2K14,0.9904424395308995,Madden NFL 13,0.9315769536658194
Dragon Ball Z: Budokai Tenkaichi 3,Metal Gear Solid 3: Snake Eater,0.9541662324855837,Final Fantasy XII,0.9269219872987955,Gran Turismo 4,0.9191435864943888
wwe Smackdown vs. Raw 2006,WWE SmackDown! vs. RAW 2006,0.9171268534144958,WWE SmackDown! Here Comes the Pain,0.9078293003608946,WWE SmackDown vs. RAW 2007,0.9013717450416903
Middle-Earth: Shadow of Mordor,Batman: Arkham Knight,0.993439114059307,Assassin's Creed: Unity,0.9548762475855618,Watch Dogs,0.9536121237498738
Star Fox,The Legend of Zelda: A Link to the Past,0.9444458994660851,F-Zero,0.9441887799708317,Mario Paint,0.9425545824515955
The Sims: Livin Large,The Sims: Unleashed,0.9267386218014775,The Sims: Vacation,0.9245293577029151,The Sims: House Party,0.891531430091177
World Soccer Winning Eleven 6 International,World Soccer Winning Eleven 7 International,0.9993996920878337,World Soccer Winning Eleven 8 International,0.9711729339632147,Pro Evolution Soccer,0.9408102870134919
Devil May Cry,Devil May Cry 2,0.9591008525705276,Resident Evil - Code: Veronica X,0.9545217501524925,Resident Evil 4,0.9319563999227813
Animal Crossing: Happy Home Designer,Tomodachi Life,0.9641443024444001,Animal Crossing: New Leaf,0.94307387625937,Monster Hunter 4 Ultimate,0.9225889723427956
Battlefield: Bad Company 2,Medal of Honor,0.9996159501684172,Battlefield 4,0.9808391039646256,Battlefield 3,0.9547973873708011
The Sims 4,The Sims 3: Late Night Expansion Pack,0.941315588791633,SimCity (2013),0.9126222371024602,FIFA 14,0.9057081639316208
Star Wars: The Old Republic,Diablo III,0.9284315661280054,Mass Effect 2,0.9030187273550845,Mass Effect 3,0.8998423475207418
Sonic Heroes,Crash Bandicoot: The Wrath of Cortex,0.9444336806406137,The Simpsons: Hit & Run,0.9149982563190265,Need for Speed Underground 2,0.9140177303934854
Kirby Super Star Ultra,Yoshi's Island DS,0.9965808021647432,Kirby Squeak Squad,0.9692519168392016,Pokemon Ranger,0.907141629302877
Hitman 2: Silent Assassin,LEGO Star Wars: The Video Game,0.9756815543049988,The Lord of the Rings: The Two Towers,0.9384282600717629,The Lord of the Rings: The Return of the King,0.9380811953146733
Street Fighter IV,Resident Evil 5,0.9217946118391704,Gears of War 3,0.8735989577165398,Call of Duty: Ghosts,0.8727366229753913
Wave Race 64,Star Wars Episode I Racer,0.9700923815085422,Diddy Kong Racing,0.9363108399257755,Star Fox 64,0.9151426319326612
SOCOM II: U.S. Navy SEALs,SOCOM: U.S. Navy SEALs,0.986242222928172,SOCOM 3: U.S. Navy SEALs,0.939872866103916,SOCOM: U.S. Navy SEALs: Combined Assault,0.89824173042258
WWE SmackDown! vs. RAW 2006,WWE SmackDown vs. RAW 2007,0.9918896303197482,WWE SmackDown! Here Comes the Pain,0.991352398196416,WWE SmackDown! vs. Raw,0.9856587205130694
inFAMOUS,God of War Collection,0.9872813541268992,God of War III,0.9746203694950666,God of War: Ascension,0.9559585466387702
Pac-Man Collection,Namco Museum,0.8706317750500151,Pac-Man,0.8552518442392357,GoldenEye 007,0.8494123539541293
Mass Effect,Fable II,0.9815294035478606,Fable III,0.9628540800700007,Forza Motorsport 2,0.9242381919687793
WarioWare: Smooth Moves,Professor Layton and the Diabolical Box,0.9326194661999555,Professor Layton and the Unwound Future,0.9226754557703825,Wii Party,0.9208387567394942
Cooking Mama: Cook Off,Cooking Mama 2: Dinner With Friends,0.9299351382782561,Cooking Mama,0.9226946292416154,Zumba Fitness,0.9223527053532694
Super Mario World 2: Yoshi's Island,Super Mario World,0.9584913958751712,Super Mario Advance,0.9514523371221982,Donkey Kong Country,0.9491037864683594
FIFA 14,FIFA 17,0.9716752603894108,FIFA 14,0.951314045142489,FIFA 15,0.9485527662827105
Titanfall,Star Wars Battlefront (2015),0.9840016543493891,Battlefield 4,0.9765259364480291,Destiny,0.9288697482888514
Sonic Mega Collection Plus,Namco Museum: 50th Anniversary,0.894148885973393,Super Monkey Ball: Banana Blitz,0.8832422595545695,Yu-Gi-Oh! The Duelists of the Roses,0.8753195235892095
Sega Superstars Tennis,Kinect Sports,0.9188405544574249,Skate 3,0.9001280495632271,Battlefield 3,0.8819666545679679
World Soccer Winning Eleven 7 International,World Soccer Winning Eleven 6 International,0.9993996920878337,World Soccer Winning Eleven 8 International,0.9740459600307682,Pro Evolution Soccer,0.9385392041555847
Need for Speed: Most Wanted,Need for Speed: Shift,0.9935679193893789,Need for Speed: Hot Pursuit,0.9857407055028341,Need For Speed: Undercover,0.9752652493240507
Hot Shots Golf 3,Hot Shots Golf,0.9398528641058411,Super Mario Kart,0.9160321414482719,Dragon Quest VIII: Journey of the Cursed King,0.9138555466400742
Call of Duty: Finest Hour,Call Of Duty 2: Big Red One,0.9934925245561204,Tony Hawk's Pro Skater 4,0.9199583430800026,True Crime: Streets of LA,0.9175766714924886
Zumba Fitness 2,EA Sports Active,0.9227062585357338,Zumba Fitness,0.9116036883912567,Mario & Sonic at the Olympic Winter Games,0.9007446623249564
Syphon Filter,Syphon Filter 2,0.9865116274539295,A Bug's Life,0.9213642958412576,Spyro the Dragon,0.9188647357187792
Imagine: Babyz,Imagine: Fashion Designer,0.9994183272288629,Imagine: Teacher,0.9533955629234308,MySims,0.9341196766979348
Colin McRae Rally,TOCA Touring Car Championship,0.9910114543033405,TOCA 2: Touring Cars,0.919354918884241,World of Warcraft,0.8852248101863466
Call of Duty: Ghosts,Destiny,0.9974036075856699,Call of Duty: Advanced Warfare,0.9649264880616002,Call of Duty: Black Ops 3,0.9310368154578887
Madden NFL 13,Madden NFL 12,0.9986714288922872,Madden NFL 11,0.9956858104645729,Madden NFL 10,0.9873977714921478
The Elder Scrolls III: Morrowind,Fable,0.9038392920258338,Tom Clancy's Splinter Cell,0.8909854420387393,Star Wars: Knights of the Old Republic,0.884052074159946
Mortal Kombat,Mortal Kombat X,0.876718359501263,Mortal Kombat vs. DC Universe,0.8656068928795477,Mortal Kombat,0.8631512585032227
F-Zero,Excitebike,0.9524179749253281,Mario Paint,0.9448487036766859,Star Fox,0.9441887799708317
Yoshi's Story,Kirby's Dream Land,0.9433549155650047,Super Mario World 2: Yoshi's Island,0.9409556783196589,Donkey Kong Land,0.9404131231741298
Command & Conquer: Red Alert,Doom II: Hell on Earth,0.9350186529568563,Warcraft II: Tides of Darkness,0.931353227950926,Warcraft: Orcs & Humans,0.9025580792993236
Skylanders: Spyro's Adventure,Skylanders Giants,0.9811510588530369,GoldenEye 007 (2010),0.9458377812963699,LEGO Harry Potter: Years 1-4,0.9089972521573463
FIFA 16,FIFA Soccer 10,0.9705976401051831,FIFA Soccer 09,0.9658112554694603,FIFA 17,0.9549764399951755
Assassin's Creed: Brotherhood,inFAMOUS,0.9108543240379585,Assassin's Creed: Unity,0.9075199040898403,God of War III,0.9024782083915002
BioShock,Borderlands,0.973228902525112,Borderlands 2,0.9680689780979195,BioShock 2,0.960804581997045
Madden NFL 10,Madden NFL 09,0.9972573408008705,Madden NFL 11,0.9969025002764116,Madden NFL 12,0.9915062909584049
Medal of Honor,Battlefield: Bad Company 2,0.9996159501684172,Battlefield 4,0.9772986280029726,Battlefield 3,0.946356960401435
WWE SmackDown! vs. Raw,WWE SmackDown! Here Comes the Pain,0.9990016010325672,WWF SmackDown! Just Bring It,0.9973677504714102,WWE SmackDown! vs. RAW 2006,0.9856587205130694
Metroid Prime,GoldenEye 007,0.8998807512982647,Metroid Prime 2: Echoes,0.8829464467228785,Luigi's Mansion,0.8819413794928012
Finding Nemo,The Incredibles,0.9824924645020517,Rugrats in Paris: The Movie,0.9190893192364387,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,0.8942504420134512
Myst,World of Warcraft,0.9063811421553003,Diablo,0.8847111176743796,Colin McRae Rally,0.8787027306116946
Need for Speed: Hot Pursuit,Need for Speed: Shift,0.9895424051669847,Need for Speed: Most Wanted,0.9857407055028341,Need For Speed: Undercover,0.9854835432633455
Imagine: Fashion Designer,Imagine: Babyz,0.9994183272288629,Imagine: Teacher,0.9555564198903248,MySims,0.9294663304125963
WWE SmackDown! Here Comes the Pain,WWE SmackDown! vs. Raw,0.9990016010325672,WWF SmackDown! Just Bring It,0.9940694906848722,WWE SmackDown! vs. RAW 2006,0.991352398196416
Star Wars: The Force Unleashed,LEGO Star Wars: The Complete Saga,0.9949110984332182,LEGO Indiana Jones: The Original Adventures,0.923339455428375,Batman: Arkham Asylum,0.9220295042821822
Yoshi's Island DS,Kirby Super Star Ultra,0.9965808021647432,Kirby Squeak Squad,0.9732343356020926,Pokemon Ranger,0.9105198793535809
Hot Shots Golf,Hot Shots Golf 2,0.986724457893964,Derby Stallion,0.9741194671788813,Dragon Quest VII: Warriors of Eden,0.9557078765433337
Killzone 3,Killzone 2,0.9874919804606128,Resistance 2,0.9846546515166599,Resistance: Fall of Man,0.9332557418456756
A Bug's Life,Spyro 2: Ripto's Rage!,0.9723774162433595,Spyro the Dragon,0.9561718875883671,Spyro: Year of the Dragon,0.9235173625686885
WWF SmackDown! Just Bring It,WWE SmackDown! vs. Raw,0.9973677504714102,WWE SmackDown! Here Comes the Pain,0.9940694906848722,WWE SmackDown! vs. RAW 2006,0.9739301781082011
Dragon Quest V: Tenkuu no Hanayome,Dragon Quest VI: Maboroshi no Daichi,0.9964017663614159,Dragon Warrior III,0.9899505907347874,Dragon Warrior IV,0.9892983159232587
Mortal Kombat Trilogy,WWF War Zone,0.9214307917521342,Mortal Kombat 4,0.9165669857182517,WCW Nitro,0.878285723764221
Battlefield 3,Star Wars Battlefront (2015),0.9288011263795627,Battlefield 4,0.927998057431742,Battlefield: Bad Company 2,0.9193374906448638
NBA Street,Madden NFL 2002,0.9976770658970601,NBA Live 2005,0.9912385691328917,NBA Live 2004,0.9836219763917361
Professor Layton and the Last Specter,Professor Layton and the Unwound Future,0.9865697839398824,Professor Layton and the Diabolical Box,0.9782457339693452,Professor Layton and the Curious Village,0.9661713863682799
Monster Hunter Tri,Monster Hunter 4 Ultimate,0.9960719784955903,Yokai Watch 2 Ganso/Honke,0.9875817951171629,Yokai Watch,0.9822774230152261
Jak II,Jak and Daxter: The Precursor Legacy,0.9728796693750754,Ratchet & Clank: Going Commando,0.9530611161272396,Sly 2: Band of Thieves,0.9513764245729812
inFAMOUS: Second Son,Uncharted: The Nathan Drake Collection,0.9786703912744618,Bloodborne,0.9708005071308967,The Last of Us,0.9683070047016141
Ratchet & Clank: Going Commando,Ratchet & Clank: Up Your Arsenal,0.9950849363335886,Jak and Daxter: The Precursor Legacy,0.979882142211148,Ratchet & Clank,0.968516228678727
Tekken 6,Street Fighter IV,0.8947106037587471,The Last of Us,0.8947022567742737,Tekken 5,0.8940070254190736
The Sims,The Sims: Bustin' Out,0.987359699311614,The Urbz: Sims in the City,0.9290001870973735,The Sims: Unleashed,0.9137422593164399
Sonic and the Secret Rings,Sonic Unleashed,0.9576076566953569,Mario & Sonic at the Olympic Winter Games,0.922994316429877,Sonic Rush,0.9169356046496683
Saints Row: The Third,Saints Row,0.9497645290831775,Saints Row 2,0.9402685959797253,Assassin's Creed: Revelations,0.9200667972371852
Missile Command,Asteroids,0.9705765842169461,Demon Attack,0.9609118796465573,E.T.: The Extra Terrestrial,0.9555422661257048
Mario Paint,F-Zero,0.9448487036766859,Star Fox,0.9425545824515955,The Legend of Zelda: A Link to the Past,0.9278999953949663
Assassin's Creed IV: Black Flag,Assassin's Creed Syndicate,0.9759406158082697,Far Cry: Primal,0.9697467793909117,Assassin's Creed: Unity,0.9575676857350226
Pokémon Stadium 2,Pokémon Trading Card Game,0.9326309496375256,Mario Tennis,0.922912456006485,Donkey Kong Country 2: Diddy's Kong Quest,0.9081540322451501
Metroid,Kung Fu,0.9900152556475892,Pinball,0.9767511734620904,Excitebike,0.9554847574016893
L.A. Noire,Borderlands 2,0.913651420130485,Red Dead Redemption,0.8959400655931625,BioShock,0.8878132782004051
Call of Duty 3,Call of Duty: Advanced Warfare,0.9316837307919016,Call of Duty: World at War,0.9231223218450162,Gears of War,0.9079161322824305
The Legend of Zelda: A Link to the Past,Metroid Fusion,0.9472351201857663,Luigi's Mansion,0.9125494144385251,The Legend of Zelda: The Minish Cap,0.9092706331420659
Onimusha: Warlords,Resident Evil 2,0.9254271384461341,Dynasty Warriors 4,0.9205733021381696,Dynasty Warriors 3,0.9112092187458164
Mortal Kombat X,Batman: Arkham Knight,0.9092817939356476,Middle-Earth: Shadow of Mordor,0.8947629516820036,NBA 2K16,0.876989631282173
Mario Party,Mario Party 2,0.9691846537038009,Mario Party 3,0.948730925013848,Yoshi's Story,0.9398967662265513
Madden NFL 12,Madden NFL 13,0.9986714288922872,Madden NFL 11,0.9983788035680212,Madden NFL 10,0.9915062909584049
LEGO Star Wars II: The Original Trilogy,God of War,0.8964858619923939,Star Wars: Battlefront II,0.8963538151280882,LEGO Star Wars: The Complete Saga,0.8926869175753578
Madden NFL 11,Madden NFL 12,0.9983788035680212,Madden NFL 10,0.9969025002764116,Madden NFL 13,0.9956858104645729
Mario vs. Donkey Kong: Mini-Land Mayhem!,Mario & Luigi: Bowser's Inside Story,0.8780517879697882,The Legend of Zelda: Spirit Tracks,0.852077394011719,Nintendo Land,0.8371006627638018
Skate 3,EA Sports Active,0.9131088901340223,Battlefield 4,0.9128153912168593,Battlefield: Bad Company 2,0.9110692515887869
Burnout 3: Takedown,The Simpsons: Road Rage,0.9750529984874817,Need for Speed: Most Wanted,0.9739230748571097,Need for Speed Underground,0.9396710078279461
Yokai Watch 2 Shinuchi,Yokai Watch 2 Ganso/Honke,0.9882463715730943,Monster Hunter 4,0.9876674396274048,Yokai Watch Busters,0.9832102150187041
Need for Speed: Shift,Need for Speed: Most Wanted,0.9935679193893789,Need for Speed: Hot Pursuit,0.9895424051669847,Need For Speed: Undercover,0.9891167611418191
Final Fantasy XIII-2,Final Fantasy XIII,0.9583011938093514,Kingdom Hearts: Birth by Sleep,0.9062483132499952,Dragon's Dogma,0.8907200162732425
Mortal Kombat,NBA Jam,0.9095684486439581,Streets of Rage,0.8730825475124459,Sonic the Hedgehog,0.8688993668854831
Call Of Duty 2: Big Red One,Call of Duty: Finest Hour,0.9934925245561204,Tony Hawk's Pro Skater 4,0.914340829702268,True Crime: Streets of LA,0.9141380821391007
Guitar Hero: World Tour,Guitar Hero III: Legends of Rock,0.9679571297777397,Guitar Hero: World Tour,0.9151283296448837,LEGO Indiana Jones: The Original Adventures,0.9143666417949876
Medal of Honor,007: Tomorrow Never Dies,0.9912197023282929,Need for Speed III: Hot Pursuit,0.8964335605381928,Syphon Filter,0.8788295547739918
Fable,The Elder Scrolls III: Morrowind,0.9038392920258338,Halo: Combat Evolved,0.8968313428365835,Halo 2,0.8809063173859004
Hannah Montana,Hannah Montana: Music Jam,0.9329257148065245,Phineas and Ferb,0.9300422874879799,Toy Story 3: The Video Game,0.9294352339749221
Tom Clancy's Splinter Cell,Prince of Persia: The Sands of Time,0.9918425880026568,Peter Jackson's King Kong: The Official Game of the Movie,0.9813346613711391,Prince of Persia: Warrior Within,0.9493238390956525
Skylanders Giants,Skylanders: Spyro's Adventure,0.9811510588530369,GoldenEye 007 (2010),0.9534429869207851,LEGO Indiana Jones 2: The Adventure Continues,0.9151105159280807
Medal of Honor Heroes,Need for Speed Carbon: Own the City,0.9422430545954057,Call of Duty: Roads to Victory,0.9358041120677613,Grand Theft Auto: Vice City Stories,0.9219902222988233
Super Mario Bros.: The Lost Levels,Volleyball,0.9793059625203514,Baseball,0.9762470342039294,Mahjong,0.9759919868014922
Star Wars: Shadows of the Empire,Perfect Dark,0.9630636776656428,Star Wars Episode I Racer,0.9086378845017261,Wave Race 64,0.9081237659855371
LEGO Star Wars: The Complete Saga,Star Wars: The Force Unleashed,0.9949110984332182,LEGO Batman: The Videogame,0.9134834074561706,LEGO Star Wars: The Complete Saga,0.9102141561346722
Midnight Club: Street Racing,Midnight Club II,0.9294859420659924,ATV Offroad Fury,0.892610181108154,Need for Speed: Hot Pursuit 2,0.8802660646195373
Pac-Man: Adventures in Time,Ratchet & Clank: Size Matters,0.948931197467759,Gran Turismo (PSP),0.94074479114167,LittleBigPlanet,0.938933659178036
Halo Wars,Fable II,0.9066469975686885,Forza Motorsport 2,0.9052227913572368,Mass Effect,0.8995305080001688
God of War Collection,inFAMOUS,0.9872813541268992,God of War: Ascension,0.9501407252048626,God of War III,0.9487946380344059
ESPN NFL 2K5,Madden NFL 2003,0.9322635605305127,Madden NFL 2002,0.9262705639993329,Madden NFL 06,0.9253987612817312
Mario Strikers Charged,Mario & Sonic at the Olympic Winter Games,0.9071320167349302,New Play Control! Mario Power Tennis,0.90315468421797,Big Brain Academy: Wii Degree,0.9016491983214554
Medal of Honor,Battlefield: Bad Company 2,0.9862126850590809,Battlefield 4,0.9858011293781673,The Orange Box,0.9625386529413398
FIFA Soccer 10,FIFA Soccer 11,0.988323961517993,FIFA Soccer 09,0.9860606827477408,FIFA 15,0.9828831268961804
NBA 2K12,NBA 2K13,0.9971343172691781,NBA 2K14,0.9913806650130501,Madden NFL 13,0.9226944489608586
Style Savvy,Tomodachi Life,0.9327893364413131,Personal Trainer: Cooking,0.9326256920527258,Animal Crossing: Wild World,0.9271928212699341
Harry Potter and the Chamber of Secrets,The Lord of the Rings: The Return of the King,0.9827867430329975,The Lord of the Rings: The Two Towers,0.9704698440608481,The Getaway,0.9329024552288581
Super Mario All-Stars: Limited Edition,Kirby's Return to Dreamland,0.9643846134921505,Monster Hunter Tri,0.913955575794426,Super Mario Maker,0.9081640787773173
Streets of Rage,Sonic the Hedgehog,0.9057101758973903,Sonic & Knuckles,0.9044469470328929,Sonic the Hedgehog 3,0.8904682899039726
FIFA Soccer 09,FIFA Soccer 10,0.9878081452596901,FIFA Soccer 08,0.9796644572005444,FIFA 16,0.9658112554694603
Ratchet & Clank Future: Tools of Destruction,LittleBigPlanet 2,0.9525036230578743,LittleBigPlanet,0.9481220540402904,MotorStorm,0.9344837577371603
NBA Live 2005,NBA Street,0.9912385691328917,Madden NFL 2002,0.9900118268515061,NBA Live 2004,0.9863071837536492
LittleBigPlanet,Ratchet & Clank: Size Matters,0.9789806661742928,Gran Turismo (PSP),0.9426569804469711,Pac-Man: Adventures in Time,0.938933659178036
Killzone: Shadow Fall,Uncharted 4: A Thief's End,0.9619622600098935,The Order: 1886,0.9437674883892396,Battlefield 4,0.9248422788191024
Ghostbusters: The Video Game (DS Version),Mafia II,0.909274147594098,Saints Row: The Third,0.908927343619329,Red Dead Redemption,0.9017950232996214
Monster Hunter Freedom 2,Monster Hunter Freedom Unite,0.9849279962545014,Monster Hunter Freedom 3,0.9679652756983681,Monster Hunter Freedom,0.9596289277489645
WWE SmackDown vs. RAW 2007,WWE SmackDown! vs. RAW 2006,0.9918896303197482,WWE SmackDown! Here Comes the Pain,0.9752793983584099,WWE SmackDown! vs. Raw,0.966467939120807
Ratchet & Clank: Up Your Arsenal,Ratchet & Clank: Going Commando,0.9950849363335886,Ratchet & Clank,0.9745309954291712,Jak and Daxter: The Precursor Legacy,0.9570276141553106
Art Academy,Clubhouse Games,0.9503189524406975,Big Brain Academy: Wii Degree,0.9116672999658545,Professor Layton and the Last Specter,0.8977681911354157
Dragon Age: Origins,Mass Effect 2,0.9902863635725309,Mass Effect 3,0.9813852980414054,Left 4 Dead 2,0.9065837260293064
Madden NFL 08,NBA Live 2005,0.9859055064713736,NCAA Football 06,0.9747246512707748,Madden NFL 07,0.9729227161884172
Sonic Adventure 2 Battle,Sonic Heroes,0.9453703922612637,Sonic Adventure DX: Director's Cut,0.893794443330976,Sonic the Hedgehog,0.8923870706295162
Dragon Warrior II,Dragon Warrior IV,0.9913837267934491,Dragon Warrior III,0.9857541899903872,Dragon Quest V: Tenkuu no Hanayome,0.9778526696860025
Madden NFL 13,Madden NFL 12,0.9951571190389981,Madden NFL 11,0.9936286005798385,Madden NFL 10,0.9871853155716956
Pokémon Colosseum,Paper Mario: The Thousand-Year Door,0.9498804505946451,Final Fantasy: Crystal Chronicles,0.9316290487602453,Mario Party 4,0.8964989392971112
Deca Sports,Mario Strikers Charged,0.8906479079860048,Mario & Sonic at the Olympic Winter Games,0.8825034530189746,EA Sports Active,0.8728781726566163
Madden NFL 09,Madden NFL 10,0.9972573408008705,Madden NFL 08,0.9956745460056572,Madden NFL 11,0.9940958775408681
Space Invaders,Duck Hunt,0.8465846000874139,Air-Sea Battle,0.8317389345932329,Halo 2,0.8295963249303487
Crazy Taxi,Burnout 3: Takedown,0.8861810438539914,The Simpsons: Road Rage,0.8856404490689842,Need for Speed: Most Wanted,0.8811684616615412
Perfect Dark,Star Wars: Shadows of the Empire,0.9630636776656428,Star Wars Episode I Racer,0.8890763748830401,The Legend of Zelda: Majora's Mask,0.8877330851959147
Game Party,Game Party 2,0.9687943692521879,Guitar Hero: World Tour,0.9049455202795116,Michael Jackson: The Experience,0.9013058034846535
Dragon Warrior,Gran Turismo 4,0.8946733260230063,Metal Gear Solid 3: Snake Eater,0.8922761215736296,Pro Evolution Soccer 2008,0.8856367849091016
Tomb Raider (2013),Hitman: Absolution,0.9966928829440408,Just Cause 2,0.9779544569334998,Assassin's Creed IV: Black Flag,0.9380161507478306
Marvel: Ultimate Alliance,Guitar Hero II,0.8989259443369203,Call of Duty 2,0.8845616675550347,Guitar Hero III: Legends of Rock,0.8426389377588236
PES 2009: Pro Evolution Soccer,Pro Evolution Soccer 2008,0.9966365615962315,Pro Evolution Soccer 2010,0.9903492700345378,FIFA Soccer 08,0.9881273096094843
Mario Party 2,Mario Party 3,0.985636071108308,Mario Party,0.9691846537038009,Super Smash Bros.,0.922801838831239
Saints Row: The Third,Saints Row 2,0.9271752592870586,WWE '13,0.9248705076097821,Assassin's Creed IV: Black Flag,0.9231353852016636
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Grand Theft Auto: San Andreas,0.9711538404320387,Tom Clancy's Splinter Cell,0.876449592569575,Project Gotham Racing (JP weekly sales),0.8689413874107461
LEGO Harry Potter: Years 1-4,LEGO Batman: The Videogame,0.9712274516150241,Skylanders: Spyro's Adventure,0.9089972521573463,LEGO Harry Potter: Years 5-7,0.906573317816809
Mortal Kombat: Deadly Alliance,Mortal Kombat: Deception,0.9006974642937984,WWF War Zone,0.825024350286692,SOCOM: U.S. Navy SEALs,0.8248067429539004
Resistance 2,Killzone 2,0.9941781319714199,Killzone 3,0.9846546515166599,Resistance: Fall of Man,0.959360724909113
Pure,Forza Motorsport 2,0.9025171272460057,Forza Motorsport 3,0.8930115497588803,Forza Motorsport 4,0.8855309691592502
Tomb Raider: The Last Revelation,Tomb Raider III: Adventures of Lara Croft,0.9839259291476071,Tomb Raider,0.9587229959777908,Tomb Raider II,0.9369779666499667
NBA 2K13,NBA 2K14,0.9891967293530187,NBA 2K12,0.9847187241162507,NBA 2K15,0.9101262493549297
Rock Band,Rock Band 2,0.9942040520080727,Left 4 Dead,0.906460647465585,Guitar Hero III: Legends of Rock,0.8912942136660674
NBA 2K14,NBA 2K12,0.9913806650130501,NBA 2K13,0.9904424395308995,NBA 2K15,0.9572971794371572
Mario Party 4,Mario Party 5,0.9940544346433143,Mario Party 6,0.9646791872318607,Mario Party 7,0.9229522111102546
uDraw Studio,Guitar Hero: World Tour,0.8883255761380942,Just Dance Kids,0.8873915037523965,Michael Jackson: The Experience,0.8837285650541633
Midnight Club: Los Angeles,Borderlands,0.8719980006721312,NBA 2K13,0.8704025603574281,Midnight Club: Los Angeles,0.8685369765619302
Final Fantasy V,Chrono Trigger,0.9978809491654606,Final Fantasy III,0.9888477834918923,Dragon Quest V: Tenkuu no Hanayome,0.986091048946649
